SONAVORM,Votmesus,P-vaartus,Fookus suhteline sagedus,Referents suhteline sagedus,,SONAVORM,Votmesus,Fookus suhteline sagedus,Referents suhteline sagedus,,SONAVORM,Votmesus,P-vaartus,Fookus suhteline sagedus,Referents suhteline sagedus,,SONAVORM,Votmesus,Fookus suhteline sagedus mil.,Referents suhteline sagedus mil.
kapitali,120.2714964,5.52E-28,0.000121508,1.22E-05,,liberaalne,4.032999601,5.67E-05,3.46E-06,,hea,34.03396074,5.42E-09,0.000607538,0.001113446,,kapo,12.57112629,81.00511142,5.523290717
riigikokku,119.0135,1.04E-27,8.91E-05,6.98E-06,,alliansi,4.032705773,4.86E-05,2.97E-06,,näib,33.90774123,5.78E-09,0.000186312,4.08E-05,,loodeti,12.54618356,56.703578,3.599293299
jagamisest,118.8262732,1.14E-27,4.05E-05,1.57E-06,,eurooplased,4.030522304,6.48E-05,3.97E-06,,isi,33.72610256,6.34E-09,4.86E-05,1.10E-06,,alliansi,12.49572745,48.60306685,2.969602175
kodakondsust,118.0043938,1.73E-27,5.67E-05,3.01E-06,,kodakondsuse,4.020298784,0.000137709,8.49E-06,,seadus,33.45888907,7.28E-09,0.000194412,4.49E-05,,kõnelda,12.4949329,72.90460028,4.914765681
kultuuri,117.3589601,2.40E-27,0.00031592,6.58E-05,,otsustes,3.998662789,4.86E-05,3.04E-06,,poliitikasse,33.08141609,8.84E-09,8.10E-05,6.14E-06,,meeleolud,12.48161582,40.50255571,2.325094789
ideoloogiliselt,116.4541238,3.78E-27,4.05E-05,1.60E-06,,loodeti,3.977654198,5.67E-05,3.60E-06,,infosõja,33.03779954,9.04E-09,4.05E-05,5.52E-07,,putin,12.43213201,307.8194234,23.84042345
eston,116.2394792,4.21E-27,4.86E-05,2.27E-06,,solidaarsus,3.976043148,4.05E-05,2.57E-06,,komisjonide,32.73378074,1.06E-08,7.29E-05,4.63E-06,,immigratsiooni,12.40658968,40.50255571,2.345202573
kõnelda,115.8868146,5.03E-27,7.29E-05,4.91E-06,,komisjonide,3.975911328,7.29E-05,4.63E-06,,reformierakonna,32.70385273,1.07E-08,0.00015391,2.89E-05,,otsustes,12.27644144,48.60306685,3.040508571
protsenti,115.2015236,7.11E-27,0.000623739,0.000196009,,muutmisest,3.973080125,4.05E-05,2.58E-06,,riikide,32.65741513,1.10E-08,0.000307819,0.000102939,,ukrainat,12.17169717,40.50255571,2.409759142
eurooplased,114.9813754,7.94E-27,6.48E-05,3.97E-06,,kõnelda,3.890815311,7.29E-05,4.91E-06,,no,32.59317044,1.14E-08,8.91E-05,0.000340612,,tankid,12.13779176,40.50255571,2.419283882
tulumaksuvaba,112.8203015,2.36E-26,4.05E-05,1.65E-06,,euroopaga,3.885234278,4.05E-05,2.74E-06,,nafta,32.38313501,1.27E-08,0.000105307,1.26E-05,,otseste,12.04459354,40.50255571,2.445741492
paroodia,112.6636626,2.56E-26,4.05E-05,1.65E-06,,kapo,3.874412974,8.10E-05,5.52E-06,,elatisraha,32.37669352,1.27E-08,4.86E-05,1.23E-06,,demokraadid,11.77405366,56.703578,3.900910056
poliitika,112.5754555,2.67E-26,0.000267317,5.12E-05,,arvestamise,3.873583919,4.05E-05,2.76E-06,,venemaale,32.34775857,1.29E-08,0.000129608,2.03E-05,,putini,11.63211769,210.6132897,17.19215515
poliitikasse,112.3988341,2.92E-26,8.10E-05,6.14E-06,,demokraadid,3.861557133,5.67E-05,3.90E-06,,valija,32.20431687,1.39E-08,8.10E-05,6.44E-06,,solidaarsus,11.6130165,40.50255571,2.573796326
euroopa,111.2407709,5.24E-26,0.001644404,0.000797112,,varro,3.8554642,4.05E-05,2.80E-06,,kõnelda,31.74262537,1.76E-08,7.29E-05,4.91E-06,,muutmisest,11.59584718,40.50255571,2.579087848
julgeoleku,110.9718798,6.00E-26,0.000145809,1.81E-05,,rubla,3.844286232,0.000186312,1.30E-05,,fraktsioonide,31.62317625,1.87E-08,5.67E-05,2.26E-06,,juhiluba,11.53005286,56.703578,4.004623889
parlamendis,110.8303807,6.45E-26,0.000129608,1.47E-05,,juhiluba,3.823701115,5.67E-05,4.00E-06,,sotsiaalsüsteemi,31.49369456,2.00E-08,4.05E-05,6.47E-07,,poliitikasse,11.47805089,81.00511142,6.144515406
suhtlemise,110.6796502,6.95E-26,9.72E-05,8.72E-06,,tegelikkuse,3.817677062,4.86E-05,3.45E-06,,parteid,31.45108933,2.05E-08,8.10E-05,6.71E-06,,protsendile,11.39451034,64.80408914,4.775069499
läänes,108.9848626,1.64E-25,0.000105307,1.02E-05,,inseneride,3.7883004,4.05E-05,2.93E-06,,kolmandast,30.61158335,3.15E-08,8.10E-05,7.03E-06,,riigikokku,11.28612663,89.10562256,6.983750804
alko,106.4451486,5.89E-25,4.86E-05,2.46E-06,,valimisteks,3.778438442,4.05E-05,2.95E-06,,sobib,30.59811143,3.17E-08,6.48E-05,0.000284648,,luure,11.1893266,56.703578,4.157019724
valija,106.327525,6.25E-25,8.10E-05,6.44E-06,,luure,3.769818274,5.67E-05,4.16E-06,,pensioniea,30.52224485,3.30E-08,4.86E-05,1.44E-06,,tegelikkuse,11.15453353,48.60306685,3.446897464
ühiskonna,105.947523,7.57E-25,0.000291618,6.16E-05,,eksamil,3.767616246,4.05E-05,2.97E-06,,ida-ukraina,30.52224485,3.30E-08,4.86E-05,1.44E-06,,euroopaga,11.09394875,40.50255571,2.741008423
maastikud,105.792183,8.19E-25,4.86E-05,2.48E-06,,paradigma,3.765564048,4.05E-05,2.98E-06,,valijate,30.51846174,3.31E-08,8.91E-05,9.06E-06,,arvestamise,11.0284316,40.50255571,2.763232815
ühemõtteliselt,105.1958524,1.11E-24,4.86E-05,2.49E-06,,kesk-euroopa,3.763344122,4.86E-05,3.58E-06,,klaipeda,30.40371964,3.51E-08,4.86E-05,1.46E-06,,valija,11.01624665,81.00511142,6.444015554
erakonnaga,104.0697309,1.95E-24,4.86E-05,2.51E-06,,protsendile,3.762491214,6.48E-05,4.78E-06,,jäägem,30.35993404,3.59E-08,4.05E-05,7.26E-07,,varro,10.92702519,40.50255571,2.798156861
kuulumist,103.8803422,2.15E-24,4.05E-05,1.78E-06,,survel,3.761468388,4.05E-05,2.99E-06,,putinile,29.96097768,4.41E-08,5.67E-05,2.56E-06,,preemia,10.88690301,251.1158454,22.15771944
maksmisest,103.7795387,2.26E-24,4.86E-05,2.52E-06,,riigikontroll,3.725620053,4.05E-05,3.06E-06,,kaasamise,29.68450573,5.08E-08,8.10E-05,7.40E-06,,kommunismi,10.83360932,56.703578,4.326348429
miinimumi,102.6394384,4.02E-24,5.67E-05,3.41E-06,,poliitikasse,3.720641804,8.10E-05,6.14E-06,,eurooplased,29.66394659,5.14E-08,6.48E-05,3.97E-06,,kesk-euroopa,10.8322903,48.60306685,3.579185516
demokraatia,102.2127145,4.99E-24,0.000186312,2.96E-05,,kommunismi,3.712218007,5.67E-05,4.33E-06,,varjamise,29.56628178,5.40E-08,4.05E-05,7.87E-07,,irli,10.79135496,64.80408914,5.097852344
lapsevanemana,101.8948543,5.85E-24,4.05E-05,1.81E-06,,eestluse,3.700408705,4.05E-05,3.12E-06,,kaitsevõime,29.42699522,5.81E-08,5.67E-05,2.67E-06,,parteid,10.63084694,81.00511142,6.713883179
parteid,101.3229339,7.81E-24,8.10E-05,6.71E-06,,putin,3.690602502,0.000307819,2.38E-05,,lapse,29.1549708,6.68E-08,0.00046983,0.000210324,,kõrgharidusega,10.58542668,56.703578,4.45122835
rõivase,101.1522014,8.52E-24,5.67E-05,3.45E-06,,riigikokku,3.673442482,8.91E-05,6.98E-06,,tervishoiutöötajate,28.8437179,7.85E-08,5.67E-05,2.79E-06,,inseneride,10.55640894,40.50255571,2.931503217
liberaalne,100.8037319,1.02E-23,5.67E-05,3.46E-06,,kõrgharidusega,3.671164353,5.67E-05,4.45E-06,,poliitiline,28.79028437,8.07E-08,0.000145809,2.95E-05,,valimisteks,10.50269263,40.50255571,2.951611
paviljoni,97.76282737,4.72E-23,4.05E-05,1.88E-06,,irli,3.668123358,6.48E-05,5.10E-06,,maksumaksja,28.70307853,8.44E-08,9.72E-05,1.23E-05,,eksamil,10.44395442,40.50255571,2.973835393
majanduse,97.45700697,5.50E-23,0.000234915,4.54E-05,,valija,3.651981063,8.10E-05,6.44E-06,,riigid,28.59894521,8.90E-08,0.000186312,4.75E-05,,paradigma,10.4328406,40.50255571,2.978068611
juhiloa,97.35763869,5.79E-23,4.86E-05,2.67E-06,,maksuvaba,3.642635556,5.67E-05,4.54E-06,,heaolu,28.56384384,9.07E-08,0.000178211,4.38E-05,,maksuvaba,10.41557156,56.703578,4.54012592
loodeti,96.52461478,8.81E-23,5.67E-05,3.60E-06,,rahvuspark,3.63174724,4.86E-05,3.92E-06,,annekteerimist,28.54549071,9.15E-08,4.05E-05,8.74E-07,,survel,10.41068377,40.50255571,2.986535046
kolmandast,95.96387054,1.17E-22,8.10E-05,7.03E-06,,putini,3.614774161,0.000210613,1.72E-05,,erakonnad,28.44042384,9.66E-08,8.91E-05,1.01E-05,,poliitikas,10.22027785,170.110734,15.7422781
poliitik,95.52785986,1.46E-22,0.000137709,1.84E-05,,parteid,3.592793605,8.10E-05,6.71E-06,,rahvas,28.35236162,1.01E-07,0.000243015,7.63E-05,,riigikontroll,10.21808963,40.50255571,3.061674659
leppimine,93.75904166,3.56E-22,4.05E-05,1.95E-06,,julgeolekule,3.591884248,4.05E-05,3.36E-06,,keskmaa,28.11825129,1.14E-07,4.05E-05,9.13E-07,,kolmandast,10.21328652,81.00511142,7.029257893
protsendile,92.99575276,5.24E-22,6.48E-05,4.78E-06,,elatise,3.579363263,4.86E-05,4.07E-06,,sihtasutusele,27.87995593,1.29E-07,4.86E-05,1.81E-06,,suhtlemise,10.10306648,97.20613371,8.720428341
ühiskonnas,90.65662883,1.71E-21,0.000259216,5.61E-05,,saadikute,3.551987389,4.05E-05,3.45E-06,,kodakondsust,27.83574843,1.32E-07,5.67E-05,3.01E-06,,eestluse,10.08408733,40.50255571,3.115648184
kaasamise,90.30287288,2.04E-21,8.10E-05,7.40E-06,,kolmandast,3.526568654,8.10E-05,7.03E-06,,naiste,27.81883019,1.33E-07,0.000356422,0.000142595,,rahvuspark,10.07983886,48.60306685,3.92101784
demokraadid,88.06657222,6.33E-21,5.67E-05,3.90E-06,,fsb,3.514025281,4.05E-05,3.55E-06,,maksuvabastuse,27.80717656,1.34E-07,4.05E-05,9.43E-07,,elatise,9.791356606,48.60306685,4.066005544
valijate,87.20361888,9.79E-21,8.91E-05,9.06E-06,,erakonnale,3.505865948,4.05E-05,3.57E-06,,kultuur,27.77274696,1.36E-07,0.000137709,2.73E-05,,kaasamise,9.76659486,81.00511142,7.396489524
rahva,87.0456617,1.06E-20,0.000396925,0.000113714,,preemia,3.502471759,0.000251116,2.22E-05,,erinevaid,27.73678418,1.39E-07,4.05E-05,0.000221707,,venemaaga,9.672186784,137.7086894,13.3409854
alliansi,86.38330839,1.48E-20,4.86E-05,2.97E-06,,julgeolek,3.493561178,5.67E-05,5.03E-06,,tšehhoslovakkia,27.66685698,1.44E-07,4.86E-05,1.85E-06,,julgeolek,9.562511121,56.703578,5.03435408
irli,86.1829326,1.64E-20,6.48E-05,5.10E-06,,asendunud,3.489261041,4.05E-05,3.61E-06,,e-residentsuse,27.62735211,1.47E-07,4.86E-05,1.86E-06,,ukrainast,9.53575305,56.703578,5.05128695
juhiluba,85.45331601,2.37E-20,5.67E-05,4.00E-06,,ukrainast,3.488716867,5.67E-05,5.05E-06,,ideoloogilise,27.47720635,1.59E-07,4.86E-05,1.88E-06,,ukrainas,9.522884669,153.9097117,15.26709942
valimisteni,85.2996787,2.56E-20,4.05E-05,2.13E-06,,suhtlemise,3.478576445,9.72E-05,8.72E-06,,manifesti,27.1891977,1.84E-07,4.86E-05,1.93E-06,,julgeolekule,9.520991421,40.50255571,3.359058198
nafta,84.49132807,3.86E-20,0.000105307,1.26E-05,,kaasamise,3.45310033,8.10E-05,7.40E-06,,sussi,27.08231517,1.95E-07,4.86E-05,1.95E-06,,läänes,9.469347903,105.3066448,10.22639552
otsustes,84.11100669,4.68E-20,4.86E-05,3.04E-06,,ressursi,3.44836038,4.05E-05,3.71E-06,,kuupmeetri,27.02074885,2.01E-07,4.05E-05,1.02E-06,,üksikisiku,9.395536183,64.80408914,6.00376092
eestile,82.96784929,8.34E-20,0.000170111,2.94E-05,,e-riigi,3.44630438,4.05E-05,3.72E-06,,parlamendi,26.99051826,2.04E-07,0.000234915,7.45E-05,,saadikute,9.319616226,40.50255571,3.453247291
luure,81.8507368,1.47E-19,5.67E-05,4.16E-06,,poliitikas,3.433757941,0.000170111,1.57E-05,,protsendile,26.89415512,2.15E-07,6.48E-05,4.78E-06,,mõeldav,9.313908167,64.80408914,6.065142575
kondoomid,79.7621466,4.22E-19,4.05E-05,2.26E-06,,võrdsuse,3.432400749,4.05E-05,3.75E-06,,ida-ukrainas,26.74950455,2.32E-07,4.86E-05,2.00E-06,,kapitali,9.253340811,121.5076671,12.23929051
kommunismi,78.1465829,9.57E-19,5.67E-05,4.33E-06,,üksikisiku,3.432146417,6.48E-05,6.00E-06,,jõukamad,26.71378102,2.36E-07,4.05E-05,1.06E-06,,nato,9.217746319,413.1260683,43.92704116
lapsega,78.04018158,1.01E-18,0.000210613,4.39E-05,,huvihariduse,3.417823858,4.05E-05,3.79E-06,,asub,26.42313098,2.74E-07,8.10E-05,0.000291867,,rahastamise,9.136171078,178.2112451,18.61557458
meeleolud,77.21021293,1.54E-18,4.05E-05,2.33E-06,,mõeldav,3.417471385,6.48E-05,6.07E-06,,maksusüsteemi,26.36177956,2.83E-07,4.86E-05,2.07E-06,,fsb,9.130832982,40.50255571,3.545319775
erakonnad,76.48246495,2.22E-18,8.91E-05,1.01E-05,,soolist,3.40458987,4.05E-05,3.82E-06,,täna,26.30732729,2.91E-07,0.00031592,0.000650804,,erakonnale,9.090617512,40.50255571,3.565427558
immigratsiooni,76.46908879,2.24E-18,4.05E-05,2.35E-06,,keskkomitee,3.389499611,4.05E-05,3.86E-06,,miinimumi,26.18888183,3.10E-07,5.67E-05,3.41E-06,,asendunud,9.009169867,40.50255571,3.60670143
kõrgharidusega,75.59604864,3.48E-18,5.67E-05,4.45E-06,,meilgi,3.389104623,4.05E-05,3.87E-06,,rõivase,26.01867889,3.38E-07,5.67E-05,3.45E-06,,valijate,8.957635394,89.10562256,9.059085752
venemaal,75.4705508,3.71E-18,0.000226814,5.07E-05,,parteide,3.37293742,4.86E-05,4.69E-06,,liberaalne,25.97849778,3.45E-07,5.67E-05,3.46E-06,,riigikaitse,8.941561197,64.80408914,6.359351202
ukrainat,74.17338409,7.15E-18,4.05E-05,2.41E-06,,venemaaga,3.36768246,0.000137709,1.33E-05,,irli,25.92816843,3.54E-07,6.48E-05,5.10E-06,,ressursi,8.810806139,40.50255571,3.710415263
maksuvaba,73.86628208,8.36E-18,5.67E-05,4.54E-06,,läänes,3.364226838,0.000105307,1.02E-05,,keskvõimu,25.79518819,3.80E-07,4.05E-05,1.16E-06,,e-riigi,8.800919482,40.50255571,3.715706785
tankid,73.84505856,8.45E-18,4.05E-05,2.42E-06,,riigikaitse,3.34913336,6.48E-05,6.36E-06,,tööjõu,25.59476445,4.21E-07,8.91E-05,1.17E-05,,võrdsuse,8.734274178,40.50255571,3.751689135
otseste,72.94647998,1.33E-17,4.05E-05,2.45E-06,,pressikonverentsi,3.334086491,4.05E-05,4.02E-06,,võimu,25.52351802,4.37E-07,0.000194412,5.61E-05,,parteide,8.715344881,48.60306685,4.691463451
tegelikkuse,72.89463791,1.37E-17,4.86E-05,3.45E-06,,ukrainas,3.333586371,0.00015391,1.53E-05,,loodeti,25.47542864,4.48E-07,5.67E-05,3.60E-06,,huvihariduse,8.664799967,40.50255571,3.789788093
venemaale,72.67709609,1.53E-17,0.000129608,2.03E-05,,vaadetega,3.332186958,4.05E-05,4.02E-06,,vaata,25.46083751,4.51E-07,6.48E-05,0.000257291,,soolist,8.602079154,40.50255571,3.824712139
maksumaksja,72.55618044,1.62E-17,9.72E-05,1.23E-05,,pereelu,3.331238128,4.86E-05,4.83E-06,,põder,25.45414486,4.53E-07,8.10E-05,9.36E-06,,keskkomitee,8.530970698,40.50255571,3.864927706
üksikisiku,70.99279787,3.59E-17,6.48E-05,6.00E-06,,kapitali,3.311455516,0.000121508,1.22E-05,,eston,25.29582199,4.92E-07,4.86E-05,2.27E-06,,meilgi,8.529115295,40.50255571,3.865986011
mõeldav,70.12868412,5.56E-17,6.48E-05,6.07E-06,,valijate,3.298079104,8.91E-05,9.06E-06,,naine,25.19801052,5.17E-07,5.67E-05,0.000240763,,pereelu,8.509641574,48.60306685,4.829043024
kesk-euroopa,69.79446586,6.58E-17,4.86E-05,3.58E-06,,vaesus,3.293919781,5.67E-05,5.78E-06,,riigil,25.03862628,5.62E-07,9.72E-05,1.46E-05,,vaesus,8.508948374,56.703578,5.781516994
solidaarsus,68.85886123,1.06E-16,4.05E-05,2.57E-06,,poliitikuid,3.271125432,5.67E-05,5.87E-06,,soome,24.77527952,6.44E-07,0.000461729,0.000220192,,erakondade,8.486558709,153.9097117,17.2535368
muutmisest,68.69870032,1.15E-16,4.05E-05,2.58E-06,,terminal,3.266868619,4.05E-05,4.21E-06,,kirik,24.7628009,6.48E-07,0.000186312,5.32E-05,,poliitikuid,8.394970079,56.703578,5.873589477
kiriku,67.97935569,1.65E-16,0.000307819,8.78E-05,,valimiskampaania,3.260352044,4.05E-05,4.23E-06,,võimul,24.73965779,6.56E-07,8.10E-05,9.75E-06,,parlamendis,8.322999942,129.6081783,14.69244013
põder,67.57866753,2.02E-16,8.10E-05,9.36E-06,,rahastamise,3.259006322,0.000178211,1.86E-05,,pakub,24.73482538,6.58E-07,8.10E-05,0.00028234,,õpilastest,8.284004926,56.703578,5.965661961
reformierakonna,66.77680034,3.04E-16,0.00015391,2.89E-05,,koolidesse,3.25458414,4.05E-05,4.24E-06,,demokraadid,24.42439193,7.73E-07,5.67E-05,3.90E-06,,pressikonverentsi,8.27359674,40.50255571,4.016265237
riigikaitse,66.22021023,4.03E-16,6.48E-05,6.36E-06,,õpilastest,3.248685636,5.67E-05,5.97E-06,,alko,24.38336484,7.89E-07,4.86E-05,2.46E-06,,vaadetega,8.264878344,40.50255571,4.021556759
riiki,65.85998057,4.84E-16,0.000267317,7.17E-05,,riigina,3.242760173,4.05E-05,4.28E-06,,tooteks,24.35508726,8.01E-07,4.05E-05,1.35E-06,,ukraina,8.187442876,550.8347577,66.40013531
erakonna,65.57004612,5.61E-16,0.000210613,4.91E-05,,terminali,3.238780977,4.86E-05,5.15E-06,,maastikud,24.31999469,8.16E-07,4.86E-05,2.48E-06,,erakonnad,8.139016239,89.10562256,10.07082477
julgeolek,65.36891606,6.21E-16,5.67E-05,5.03E-06,,nato,3.233400866,0.000413126,4.39E-05,,katuseraha,24.3021429,8.23E-07,4.05E-05,1.35E-06,,terminali,8.067308944,48.60306685,5.148650956
ukrainast,65.10741451,7.09E-16,5.67E-05,5.05E-06,,olematuks,3.206118329,4.05E-05,4.39E-06,,ühemõtteliselt,24.26182716,8.41E-07,4.86E-05,2.49E-06,,põlevkivi,7.992876785,72.90460028,8.246307965
võimul,64.19765254,1.13E-15,8.10E-05,9.75E-06,,sissetulekuga,3.201024961,4.86E-05,5.29E-06,,erakonnaga,24.1512076,8.91E-07,4.86E-05,2.51E-06,,terminal,7.969278696,40.50255571,4.207818335
euroopaga,64.09739259,1.18E-15,4.05E-05,2.74E-06,,ühiskondlikku,3.164288214,4.05E-05,4.52E-06,,päeval,24.13747208,8.97E-07,6.48E-05,0.000250091,,valimiskampaania,7.940234416,40.50255571,4.226867815
näib,63.9760446,1.26E-15,0.000186312,4.08E-05,,erakondade,3.157120233,0.00015391,1.73E-05,,maksmisest,24.12253583,9.04E-07,4.86E-05,2.52E-06,,koolidesse,7.914594433,40.50255571,4.243800685
arvestamise,63.50802993,1.60E-15,4.05E-05,2.76E-06,,tõstmist,3.151838057,4.05E-05,4.56E-06,,tippjuhtide,24.08594486,9.21E-07,4.05E-05,1.38E-06,,põder,7.911781953,81.00511142,9.364935727
lääne,63.40242186,1.69E-15,0.000243015,6.30E-05,,elatist,3.1491602,4.05E-05,4.57E-06,,juhiluba,24.08298376,9.23E-07,5.67E-05,4.00E-06,,sissetulekuga,7.892077588,48.60306685,5.285172225
tööjõu,63.36859944,1.71E-15,8.91E-05,1.17E-05,,okupeeritud,3.148825817,4.05E-05,4.57E-06,,puusepa,23.95423025,9.87E-07,4.05E-05,1.40E-06,,liitlaste,7.886798481,64.80408914,7.343574303
rahvuspark,62.75580178,2.34E-15,4.86E-05,3.92E-06,,kaasaja,3.147823133,4.05E-05,4.57E-06,,paar,23.80978613,1.06E-06,8.10E-05,0.000277065,,riigikogu,7.873158641,915.3577591,115.3901048
varro,62.60085591,2.53E-15,4.05E-05,2.80E-06,,erakonnad,3.145334628,8.91E-05,1.01E-05,,kodanike,23.72490389,1.11E-06,0.000145809,3.54E-05,,riigina,7.862231472,40.50255571,4.278724731
põlevkivi,62.51420866,2.65E-15,7.29E-05,8.25E-06,,põlevkivi,3.144189606,7.29E-05,8.25E-06,,rääkimata,23.70442834,1.12E-06,0.00016201,4.29E-05,,nafta,7.842196299,105.3066448,12.55572352
seadus,61.52192656,4.38E-15,0.000194412,4.49E-05,,liitlaste,3.141530515,6.48E-05,7.34E-06,,obama,23.6952967,1.13E-06,8.91E-05,1.29E-05,,kaire,7.742436297,64.80408914,7.499145051
paraku,60.33935677,7.98E-15,0.000348322,0.000113134,,parlamendis,3.141010831,0.000129608,1.47E-05,,kasahstan,23.67508199,1.14E-06,4.05E-05,1.44E-06,,toonane,7.727504119,56.703578,6.467298251
elatise,60.12938895,8.88E-15,4.86E-05,4.07E-06,,toonane,3.132204723,5.67E-05,6.47E-06,,rmk,23.62380098,1.17E-06,0.000105307,1.86E-05,,olematuks,7.701648814,40.50255571,4.38878839
raha,60.0381671,9.30E-15,0.001004463,0.000507646,,tegelikud,3.12495167,4.05E-05,4.64E-06,,luure,23.59819932,1.19E-06,5.67E-05,4.16E-06,,riigikohtu,7.680789229,72.90460028,8.622006031
inseneride,59.33650753,1.33E-14,4.05E-05,2.93E-06,,torkab,3.121338772,4.05E-05,4.65E-06,,üksikisiku,23.53675554,1.23E-06,6.48E-05,6.00E-06,,julgeoleku,7.678614778,145.8092006,18.11922981
riigikohtu,59.10038252,1.50E-14,7.29E-05,8.62E-06,,kompetentsi,3.116426629,4.05E-05,4.67E-06,,juhiloa,23.46983966,1.27E-06,4.86E-05,2.67E-06,,venemaad,7.658047326,72.90460028,8.65058025
nn,58.91263799,1.65E-14,0.000340221,0.000110525,,põder,3.112671947,8.10E-05,9.36E-06,,mõeldav,23.38927231,1.32E-06,6.48E-05,6.07E-06,,võimul,7.626768321,81.00511142,9.752275141
valimisteks,58.86993923,1.68E-14,4.05E-05,2.95E-06,,kaire,3.111286816,6.48E-05,7.50E-06,,põlevkivi,23.25677505,1.42E-06,7.29E-05,8.25E-06,,sõda,7.538300057,332.1209568,43.19046129
venemaad,58.85302476,1.70E-14,7.29E-05,8.65E-06,,kiievi,3.101142666,4.05E-05,4.72E-06,,kommunismi,23.08153471,1.55E-06,5.67E-05,4.33E-06,,ühiskondlikku,7.521438268,40.50255571,4.517901528
eksamil,58.36162508,2.18E-14,4.05E-05,2.97E-06,,vaenlased,3.099203125,4.05E-05,4.73E-06,,jagamisest,22.87824013,1.73E-06,4.05E-05,1.57E-06,,ideoloogia,7.517771148,64.80408914,7.75313811
paradigma,58.26566662,2.29E-14,4.05E-05,2.98E-06,,vägivaldne,3.089544341,4.05E-05,4.76E-06,,eile,22.85629556,1.75E-06,4.86E-05,0.000213002,,sotsid,7.50013092,72.90460028,8.853774697
survel,58.07456879,2.52E-14,4.05E-05,2.99E-06,,selgemalt,3.08473909,4.05E-05,4.77E-06,,euroopast,22.82327286,1.78E-06,8.10E-05,1.09E-05,,tõstmist,7.4684392,40.50255571,4.557058791
riigil,57.42675414,3.51E-14,9.72E-05,1.46E-05,,riigikohtu,3.079914375,7.29E-05,8.62E-06,,erakond,22.80723545,1.79E-06,0.000113407,2.25E-05,,elatist,7.457077998,40.50255571,4.565525226
sotsid,57.14068828,4.06E-14,7.29E-05,8.85E-06,,andmisest,3.078038515,4.05E-05,4.80E-06,,kõrgharidusega,22.71431405,1.88E-06,5.67E-05,4.45E-06,,okupeeritud,7.455660278,40.50255571,4.56658353
poliitiline,56.54396256,5.50E-14,0.000145809,2.95E-05,,truuks,3.076129767,4.05E-05,4.80E-06,,riigikaitse,22.70453031,1.89E-06,6.48E-05,6.36E-06,,kaasaja,7.451410349,40.50255571,4.569758444
riigikontroll,56.42506146,5.84E-14,4.05E-05,3.06E-06,,venemaad,3.07514104,7.29E-05,8.65E-06,,ideoloogiliselt,22.69882135,1.89E-06,4.05E-05,1.60E-06,,maksumaksja,7.404166322,97.20613371,12.26363151
euroopast,55.7114865,8.39E-14,8.10E-05,1.09E-05,,kasvavat,3.073906082,4.05E-05,4.81E-06,,tartu,22.63068505,1.96E-06,0.000234915,0.000507562,,tegelikud,7.354981952,40.50255571,4.642781448
obama,55.52652697,9.22E-14,8.91E-05,1.29E-05,,nafta,3.068179402,0.000105307,1.26E-05,,riigikohtu,22.54804121,2.05E-06,7.29E-05,8.62E-06,,torkab,7.339839486,40.50255571,4.654422797
liitlaste,55.43982998,9.64E-14,6.48E-05,7.34E-06,,ideoloogia,3.06323258,6.48E-05,7.75E-06,,venemaad,22.49557325,2.11E-06,7.29E-05,8.65E-06,,kompetentsi,7.319290869,40.50255571,4.670297363
vaesus,55.29732252,1.04E-13,5.67E-05,5.78E-06,,sierra,3.059954174,4.86E-05,5.83E-06,,maksuvaba,22.45964394,2.15E-06,5.67E-05,4.54E-06,,sierra,7.264567713,48.60306685,5.828082388
eestluse,55.28949721,1.04E-13,4.05E-05,3.12E-06,,riigieelarvest,3.058644894,4.86E-05,5.83E-06,,majandus,22.4446767,2.16E-06,0.000121508,2.63E-05,,riigieelarvest,7.25894229,48.60306685,5.83337391
kultuur,55.14542525,1.12E-13,0.000137709,2.73E-05,,võimul,3.054202211,8.10E-05,9.75E-06,,tulumaksuvaba,22.41758881,2.19E-06,4.05E-05,1.65E-06,,kiievi,7.255643775,40.50255571,4.72003767
poliitikuid,54.23493831,1.78E-13,5.67E-05,5.87E-06,,ukraina,3.05236151,0.000550835,6.64E-05,,paroodia,22.40528673,2.21E-06,4.05E-05,1.65E-06,,vaenlased,7.2475982,40.50255571,4.726387496
kaire,53.9974477,2.01E-13,6.48E-05,7.50E-06,,sotsid,3.041645285,7.29E-05,8.85E-06,,erinevate,22.28195924,2.35E-06,4.05E-05,0.000194259,,aadu,7.242989419,56.703578,6.966817933
õpilastest,53.20565693,3.00E-13,5.67E-05,5.97E-06,,kartuli,3.027317311,4.86E-05,5.96E-06,,alliansi,22.26499173,2.37E-06,4.86E-05,2.97E-06,,vägivaldne,7.207636495,40.50255571,4.758136629
rahvuslik,52.72596556,3.83E-13,7.29E-05,9.43E-06,,aadu,3.024868006,5.67E-05,6.97E-06,,näeme,22.26201006,2.38E-06,0.000186312,5.75E-05,,riigiga,7.188376274,64.80408914,8.154235481
ideoloogia,51.76845595,6.24E-13,6.48E-05,7.75E-06,,julgeoleku,3.008488219,0.000145809,1.81E-05,,kuu,22.24704369,2.40E-06,8.10E-05,0.000268058,,selgemalt,7.187820444,40.50255571,4.774011195
