SÕNAVORMID,MIN 1 SAGEDUS FOOKUSKORPUSES,,,,,,,,,,,,,,,,,,,
pooldav,2.871604356,0.090154957,8.10E-06,1.74E-06,,loop,1.272685946,8.10E-06,3.35E-06,,kollektiiv,1.93521723,0.164188782,8.10E-06,2.51E-05,,ressurss,2.203583396,121.5076671,54.59474961
lihtne,2.870716489,0.090204704,0.000259216,0.000349336,,psüühikahäire,1.272685946,8.10E-06,3.35E-06,,riigipoolne,1.935191261,0.164191612,1.62E-05,5.00E-06,,viimatine,2.203265822,8.100511142,3.130464446
jälgimine,2.870664727,0.090207605,8.10E-06,3.77E-05,,laiemalt,1.272281206,7.29E-05,3.02E-05,,kogumine,1.934989054,0.164213649,2.43E-05,4.94E-05,,donetsk,2.202701448,8.100511142,3.13152275
ladvik,2.868903951,0.090306352,8.10E-06,1.74E-06,,panustamine,1.272078879,2.43E-05,1.01E-05,,tutvus,1.934686385,0.164246641,8.10E-06,2.51E-05,,täidesaatev,2.202701448,8.100511142,3.13152275
ebatõenäoline,2.867990266,0.090357639,1.62E-05,5.20E-06,,termin,1.271491026,6.48E-05,2.68E-05,,vormiriietus,1.93300014,0.164430588,8.10E-06,1.34E-06,,muusikal,2.202470506,24.30153343,10.48779671
jose,2.867990266,0.090357639,1.62E-05,5.20E-06,,äkiline,1.271320404,1.62E-05,6.71E-06,,koostööoskus,1.931679138,0.164574856,8.10E-06,1.34E-06,,enesekindlam,2.202137362,8.100511142,3.132581055
seaduserikkumine,2.866206985,0.090457829,8.10E-06,1.74E-06,,alandama,1.27086551,4.05E-05,1.68E-05,,äraspidine,1.930359386,0.164719132,8.10E-06,1.34E-06,,riigikassa,2.201573566,8.100511142,3.133639359
omaaegne,2.866079612,0.09046499,2.43E-05,9.47E-06,,laiendama,1.270751809,9.72E-05,4.03E-05,,sotsiaalteadlane,1.930359386,0.164719132,8.10E-06,1.34E-06,,mastaapne,2.201010058,8.100511142,3.134697663
jutt,2.865736892,0.090484261,0.000267317,0.000358536,,tagurpidi,1.270638117,3.24E-05,1.34E-05,,laiapõhjaline,1.92935272,0.164829278,1.62E-05,5.01E-06,,ülearune,2.200446838,8.100511142,3.135755968
hele,2.865181505,0.090515498,8.10E-06,3.77E-05,,hoiduma,1.26917716,5.67E-05,2.35E-05,,kahjulikum,1.929040883,0.164863415,8.10E-06,1.34E-06,,lubav,2.200446838,8.100511142,3.135755968
killustama,2.863513454,0.090609389,8.10E-06,1.74E-06,,tosin,1.268593191,2.43E-05,1.01E-05,,karikas,1.929026027,0.164865042,8.10E-06,2.51E-05,,lõuna-aafrika,2.200443365,24.30153343,10.49837975
minetama,2.860823349,0.090761031,8.10E-06,1.74E-06,,keeleteadlane,1.268593191,8.10E-06,3.36E-06,,trading,1.927723628,0.165007707,8.10E-06,1.34E-06,,talumatu,2.199321263,8.100511142,3.137872577
kõrvutama,2.860057649,0.090804244,1.62E-05,5.21E-06,,mõneti,1.267912193,3.24E-05,1.35E-05,,kokkukukkumine,1.926407616,0.165152006,8.10E-06,1.34E-06,,edgar,2.198739193,48.60306685,21.55977745
mehhanism,2.859958772,0.090809826,5.67E-05,3.02E-05,,korporatsioon,1.267912193,1.62E-05,6.73E-06,,haridussüsteem,1.925822956,0.16521616,2.43E-05,9.64E-06,,tõmbuma,2.198067581,32.40204457,14.19609536
alluvus,2.857795803,0.090932024,1.62E-05,5.21E-06,,advent,1.267685265,8.10E-06,3.36E-06,,algo,1.925092848,0.165296313,8.10E-06,1.34E-06,,maagiline,2.197852818,40.50255571,17.88322793
helkiv,2.855453398,0.091064561,8.10E-06,1.75E-06,,kaastöötaja,1.267685265,8.10E-06,3.36E-06,,sõjaväeringkond,1.923779321,0.165440628,8.10E-06,1.34E-06,,mõjukam,2.197073565,8.100511142,3.142105794
kuritarvitus,2.855453398,0.091064561,8.10E-06,1.75E-06,,kivirähk,1.26677791,1.62E-05,6.73E-06,,oskamatu,1.923779321,0.165440628,8.10E-06,1.34E-06,,tagav,2.197073565,8.100511142,3.142105794
edukam,2.855250788,0.091076035,3.24E-05,1.42E-05,,asutatud,1.266453992,5.67E-05,2.36E-05,,vabastama,1.923148427,0.165509995,7.29E-05,4.42E-05,,saatkond,2.19698712,48.60306685,21.57776862
isa,2.852294971,0.091243602,0.000170111,0.000245405,,nats,1.264964909,4.05E-05,1.69E-05,,üllatavam,1.922467033,0.165584951,8.10E-06,1.35E-06,,raiuma,2.196498695,40.50255571,17.89486927
sattunu,2.850097082,0.091368419,8.10E-06,1.75E-06,,nii-öelda,1.264783734,4.05E-05,1.69E-05,,soomeugrilane,1.922467033,0.165584951,8.10E-06,1.35E-06,,hamlet,2.195951437,8.100511142,3.144222403
mõmmik,2.847424021,0.091520471,8.10E-06,1.75E-06,,vaeseke,1.264512015,8.10E-06,3.37E-06,,peatne,1.921789245,0.165659549,1.62E-05,5.03E-06,,evelin,2.195468291,32.40204457,14.21408653
kaaskond,2.847424021,0.091520471,8.10E-06,1.75E-06,,tähendusrikas,1.264512015,8.10E-06,3.37E-06,,spordiüritus,1.920048086,0.165851359,1.62E-05,5.03E-06,,petrone,2.194830456,8.100511142,3.146339012
toitma,2.845123523,0.09165155,8.10E-06,3.75E-05,,suurpuhastus,1.264059262,8.10E-06,3.37E-06,,lebama,1.919875839,0.165870348,2.43E-05,9.66E-06,,taevakeha,2.193710618,8.100511142,3.148455621
die,2.843566483,0.091740383,2.43E-05,9.50E-06,,vallandama,1.263493522,3.24E-05,1.35E-05,,kultuuripreemia,1.919846166,0.16587362,8.10E-06,1.35E-06,,komm,2.193491337,48.60306685,21.61375097
estonia,2.839690092,0.091961949,3.24E-05,7.35E-05,,aaron,1.263154184,8.10E-06,3.37E-06,,zeitung,1.918537583,0.166017966,8.10E-06,1.35E-06,,seostama,2.193449125,56.703578,25.30723336
edutama,2.839425156,0.091977113,8.10E-06,1.75E-06,,võimetu,1.262249673,8.10E-06,3.38E-06,,mõttetum,1.918537583,0.166017966,8.10E-06,1.35E-06,,edukam,2.190744202,32.40204457,14.24689397
purustus,2.83676562,0.09212949,8.10E-06,1.75E-06,,kohalolu,1.262249673,1.62E-05,6.75E-06,,väärtustama,1.91785866,0.166092913,4.86E-05,2.60E-05,,sündmuspaik,2.18924267,8.100511142,3.156922056
õlg,2.836575786,0.092140377,2.43E-05,6.21E-05,,tõrjuma,1.261926771,5.67E-05,2.36E-05,,ülelinnaline,1.917230232,0.16616232,8.10E-06,1.35E-06,,vähendav,2.18924267,8.100511142,3.156922056
ansambel,2.834152931,0.092279449,1.62E-05,5.01E-05,,eiki,1.26179763,8.10E-06,3.38E-06,,turutingimus,1.91592411,0.166306681,8.10E-06,1.35E-06,,empiiriline,2.18924267,8.100511142,3.156922056
lahterdama,2.834109449,0.092281947,8.10E-06,1.75E-06,,terroriakt,1.259539537,8.10E-06,3.38E-06,,rõõmustav,1.913677451,0.166555333,1.62E-05,5.04E-06,,tütreke,2.18924267,8.100511142,3.156922056
transport,2.832372571,0.092381788,2.43E-05,6.20E-05,,lubamatu,1.259313922,1.62E-05,6.77E-06,,totalitarism,1.913315546,0.166595427,8.10E-06,1.35E-06,,kolmandik,2.18788898,89.10562256,40.18381846
likvideerimine,2.831912166,0.092408273,3.24E-05,1.43E-05,,territoorium,1.259109825,0.000170111,7.11E-05,,kuulsusrikas,1.9120131,0.166739812,8.10E-06,1.35E-06,,kippuma,2.18757532,202.5127786,92.03120982
demokraatlikult,2.831456638,0.092434485,8.10E-06,1.75E-06,,id-kaart,1.258998121,4.05E-05,1.69E-05,,ahnus,1.910788761,0.166875668,1.62E-05,5.05E-06,,treial,2.187015515,8.100511142,3.161155274
vilets,2.8313716,0.09243938,3.24E-05,1.43E-05,,esiplaan,1.257735605,1.62E-05,6.78E-06,,lage,1.910788366,0.166875712,2.43E-05,9.68E-06,,riigimees,2.185903635,8.100511142,3.163271882
kohalolija,2.82616107,0.092739804,8.10E-06,1.76E-06,,väljavalitud,1.257284974,8.10E-06,3.39E-06,,lokaalselt,1.908113086,0.167173011,8.10E-06,1.36E-06,,jääkaine,2.185903635,8.100511142,3.163271882
kuldne,2.825613175,0.092771455,1.62E-05,5.00E-05,,sotsiaalteadus,1.256384134,8.10E-06,3.39E-06,,kodanikualgatus,1.907328133,0.167260356,1.62E-05,5.05E-06,,hoolitsemine,2.185357931,24.30153343,10.57775258
komplekteerima,2.825227839,0.092793723,1.62E-05,5.24E-06,,pakatav,1.256384134,8.10E-06,3.39E-06,,öine,1.906421205,0.167361339,8.10E-06,2.49E-05,,rahvapartei,2.185348119,8.100511142,3.164330187
georg,2.823580493,0.092888985,8.10E-06,3.73E-05,,kohtumispaik,1.255483856,8.10E-06,3.39E-06,,pastor,1.905984974,0.167409937,3.24E-05,1.49E-05,,rünne,2.184327404,16.20102228,6.874745449
sosin,2.823518302,0.092892584,8.10E-06,1.76E-06,,osutav,1.255483856,8.10E-06,3.39E-06,,lendleht,1.905519159,0.167461848,8.10E-06,1.36E-06,,likvideerimine,2.184224991,32.40204457,14.29240106
tüürimees,2.820878868,0.093045444,8.10E-06,1.76E-06,,kulg,1.255258874,3.24E-05,1.36E-05,,pm,1.904979798,0.167521979,6.48E-05,3.81E-05,,vilets,2.184073843,32.40204457,14.29345937
piim,2.820592179,0.093062064,0.000105307,6.64E-05,,võimekus,1.254284359,9.72E-05,4.07E-05,,siseelu,1.902930081,0.167750716,8.10E-06,1.36E-06,,ummistuma,2.183128877,8.100511142,3.168563404
järk-järguline,2.812980521,0.093504505,8.10E-06,1.76E-06,,juhtiv,1.254052753,8.91E-05,3.74E-05,,ministrikoht,1.901637355,0.167895161,8.10E-06,1.36E-06,,vaikima,2.182968745,48.60306685,21.72275633
argumentatsioon,2.81035437,0.093657685,8.10E-06,1.76E-06,,kõrvuti,1.254044579,4.05E-05,1.70E-05,,kolleeg,1.900196177,0.168056362,0.000113407,7.66E-05,,fraas,2.182963435,24.30153343,10.59045223
trevor,2.807731524,0.093810945,8.10E-06,1.76E-06,,räige,1.25390972,1.62E-05,6.79E-06,,spordiklubi,1.898664405,0.168227891,8.10E-06,2.49E-05,,faktor,2.182927162,40.50255571,18.01234106
olemasolu,2.806480331,0.093884151,0.000113407,7.27E-05,,ohtlikkus,1.253684984,8.10E-06,3.40E-06,,jabur,1.898207916,0.168279047,2.43E-05,9.72E-06,,vestluskaaslane,2.18257477,8.100511142,3.169621709
ehitus,2.803700592,0.094047014,5.67E-05,0.000105698,,läbivalt,1.253684984,8.10E-06,3.40E-06,,ksenofoobia,1.89776641,0.168328542,8.10E-06,1.37E-06,,tundmus,2.182020945,8.100511142,3.170680013
kalender,2.803292294,0.094070962,8.10E-06,3.71E-05,,richard,1.253535179,4.86E-05,2.04E-05,,slovakk,1.89776641,0.168328542,8.10E-06,1.37E-06,,sidusus,2.179640577,16.20102228,6.89167832
algatama,2.803167856,0.094078262,8.10E-06,3.71E-05,,võrdne,1.253358157,0.000178211,7.48E-05,,leviv,1.897032241,0.168410882,2.43E-05,9.72E-06,,hüvang,2.178472011,16.20102228,6.895911538
nähtamatu,2.802967194,0.094090035,4.05E-05,1.95E-05,,enneolematu,1.253235616,2.43E-05,1.02E-05,,liivik,1.8964785,0.168473017,8.10E-06,1.37E-06,,jannsen,2.177049135,8.100511142,3.180204753
tulevikulootus,2.802495725,0.094117702,8.10E-06,1.77E-06,,müür,1.253171432,5.67E-05,2.38E-05,,tarand,1.896248813,0.168498798,2.43E-05,9.72E-06,,ihaldatud,2.175396896,8.100511142,3.183379666
maaelu,2.800795938,0.094217525,4.05E-05,1.95E-05,,kumama,1.253010985,1.62E-05,6.80E-06,,sony,1.895504156,0.168582411,4.05E-05,2.04E-05,,koomiline,2.17468281,16.20102228,6.909669495
tegutsev,2.800788681,0.094217951,8.10E-05,4.80E-05,,hõivama,1.252187636,2.43E-05,1.02E-05,,ülbitsema,1.895191788,0.1686175,8.10E-06,1.37E-06,,kim,2.174454432,40.50255571,18.08642237
vajaduspõhine,2.79988276,0.0942712,8.10E-06,1.77E-06,,keelekasutus,1.251663931,1.62E-05,6.80E-06,,viiskümmend,1.894291486,0.168718678,2.43E-05,9.73E-06,,leebem,2.17381025,16.20102228,6.912844408
teatrikunst,2.79988276,0.0942712,8.10E-06,1.77E-06,,õiglus,1.25063204,4.05E-05,1.70E-05,,ruutmeeter,1.894084131,0.16874199,8.10E-06,2.49E-05,,parlamendisaadik,2.173747164,8.100511142,3.186554579
vabaerakond,2.799798162,0.094276174,2.43E-05,9.57E-06,,entertainment,1.250542345,8.10E-06,3.40E-06,,kanal,1.892819115,0.168884296,5.67E-05,9.15E-05,,õnnestumine,2.173694914,32.40204457,14.36648237
ohtlik,2.798246858,0.094367439,4.86E-05,9.50E-05,,põliselanik,1.250542345,8.10E-06,3.40E-06,,kommikarp,1.892621955,0.168906487,8.10E-06,1.37E-06,,traagiline,2.173096261,32.40204457,14.37071559
läbitöötamine,2.79466667,0.094578433,8.10E-06,1.77E-06,,paisuma,1.250542345,2.43E-05,1.02E-05,,seeneline,1.892621955,0.168906487,8.10E-06,1.37E-06,,kodutütar,2.171776998,16.20102228,6.920252539
filmistuudio,2.79466667,0.094578433,8.10E-06,1.77E-06,,õõnes,1.248749621,8.10E-06,3.41E-06,,kümmekond,1.891901553,0.168987601,4.05E-05,2.04E-05,,riskima,2.171238284,48.60306685,21.84551964
õnnestumine,2.794311329,0.094599402,3.24E-05,1.44E-05,,pihlakas,1.248301787,8.10E-06,3.41E-06,,riigivara,1.891338829,0.169050992,8.10E-06,1.37E-06,,pahatihti,2.170906768,16.20102228,6.923427452
traagiline,2.792177262,0.094725445,3.24E-05,1.44E-05,,sõnaõigus,1.248301787,8.10E-06,3.41E-06,,toimepandud,1.891338829,0.169050992,8.10E-06,1.37E-06,,kvalifikatsioon,2.170744337,56.703578,25.58239251
sõge,2.78946366,0.094885981,8.10E-06,1.77E-06,,iseseisvus,1.248077923,6.48E-05,2.73E-05,,laenukohustus,1.891338829,0.169050992,8.10E-06,1.37E-06,,drastiliselt,2.169907501,8.100511142,3.19396271
muuseum,2.789131742,0.094905637,7.29E-05,0.000126328,,teismeiga,1.247854093,8.10E-06,3.41E-06,,pulss,1.890915886,0.169098655,3.24E-05,1.49E-05,,töökus,2.16826608,8.100511142,3.197137624
õppekava,2.787748159,0.094987622,1.62E-05,4.97E-05,,tellitav,1.247406538,8.10E-06,3.41E-06,,muhamed,1.890056895,0.169195505,8.10E-06,1.37E-06,,džinn,2.16826608,8.100511142,3.197137624
kivistunud,2.784273683,0.095193843,8.10E-06,1.77E-06,,spordipäev,1.247406538,8.10E-06,3.41E-06,,keila,1.889858363,0.169217898,8.10E-06,2.48E-05,,albaania,2.166854899,16.20102228,6.938243714
väljuma,2.78284425,0.095278826,1.62E-05,4.97E-05,,suurenemine,1.247108244,4.86E-05,2.05E-05,,edenemine,1.888977686,0.169317274,1.62E-05,5.09E-06,,survestama,2.166566059,16.20102228,6.939302018
ebamugavam,2.781683568,0.095347892,8.10E-06,1.77E-06,,üha,1.246945964,0.000275417,0.000116044,,raputamine,1.888776151,0.169340024,8.10E-06,1.37E-06,,hinnatase,2.166566059,16.20102228,6.939302018
päästetöötaja,2.781683568,0.095347892,8.10E-06,1.77E-06,,otse-eeter,1.246511843,8.10E-06,3.41E-06,,toonekurg,1.888776151,0.169340024,8.10E-06,1.37E-06,,ukrainlane,2.166347772,24.30153343,10.6793498
loterii,2.780998954,0.095388655,1.62E-05,5.29E-06,,turundamine,1.246064704,8.10E-06,3.42E-06,,ehitushind,1.887496595,0.169484551,8.10E-06,1.37E-06,,välispoliitika,2.16608671,32.40204457,14.42045589
valu,2.779713476,0.095465246,4.05E-05,8.40E-05,,välisturist,1.243831083,8.10E-06,3.42E-06,,rendipind,1.887496595,0.169484551,8.10E-06,1.37E-06,,viperus,2.165535891,8.100511142,3.202429146
tuttav,2.776448246,0.095660095,9.72E-05,0.000156539,,põhjamaa,1.243719493,6.48E-05,2.74E-05,,vanematekogu,1.886218225,0.169629086,8.10E-06,1.37E-06,,pooldama,2.165020105,48.60306685,21.91113451
lahti,2.775836013,0.095696678,0.000202513,0.000282158,,vähemasti,1.242849385,4.05E-05,1.71E-05,,funktsioon,1.886076755,0.169645089,6.48E-05,0.000101558,,ilmaruum,2.164990678,8.100511142,3.20348745
inimsusevastane,2.773932645,0.095810507,8.10E-06,1.78E-06,,ebaõnnestumine,1.24278991,2.43E-05,1.03E-05,,maik,1.885556774,0.169703926,1.62E-05,5.09E-06,,pilveteenus,2.164445739,8.100511142,3.204545754
ajutegevus,2.771355458,0.095964867,8.10E-06,1.78E-06,,äärmusrühmitus,1.242492569,8.10E-06,3.42E-06,,käsitlema,1.883496715,0.169937255,0.00016201,0.00011724,,väikelaps,2.163179692,40.50255571,18.18590299
kukkuv,2.771355458,0.095964867,8.10E-06,1.78E-06,,kutseõppeasutus,1.242492569,8.10E-06,3.42E-06,,karmilt,1.882710762,0.170026372,1.62E-05,5.10E-06,,rahapuudus,2.162812568,8.100511142,3.207720668
keerukas,2.771345285,0.095965477,4.86E-05,2.49E-05,,okupatsioon,1.242158135,3.24E-05,1.37E-05,,juhtrühm,1.881116571,0.170207296,8.10E-06,1.38E-06,,ühik,2.162583246,40.50255571,18.19119451
kolonn,2.771156372,0.095976803,1.62E-05,5.30E-06,,kiusatus,1.241600916,2.43E-05,1.03E-05,,konstateerima,1.881116571,0.170207296,8.10E-06,1.38E-06,,jäämägi,2.162268725,8.100511142,3.208778972
jalgsi,2.768960815,0.096108537,8.10E-06,3.69E-05,,pisuke,1.241155296,8.10E-06,3.43E-06,,ajarännak,1.879844105,0.170351867,8.10E-06,1.38E-06,,lünk,2.161667525,16.20102228,6.957293193
välispoliitika,2.767218779,0.096213201,3.24E-05,1.44E-05,,doktriin,1.240264468,8.10E-06,3.43E-06,,kuidagiviisi,1.879844105,0.170351867,8.10E-06,1.38E-06,,lakkamatu,2.160638837,8.100511142,3.211953885
arvutikasutaja,2.766210734,0.096273822,8.10E-06,1.78E-06,,konflikt,1.239793076,0.000137709,5.83E-05,,formaat,1.879776341,0.17035957,1.62E-05,3.73E-05,,karavan,2.160638837,8.100511142,3.211953885
sõltuvalt,2.765976766,0.096287898,8.10E-06,3.68E-05,,säilimine,1.239262945,3.24E-05,1.37E-05,,sealjuures,1.878780662,0.170472798,5.67E-05,3.22E-05,,jutustus,2.159417681,32.40204457,14.46807959
helgem,2.764616635,0.096369771,1.62E-05,5.30E-06,,päriselu,1.238929258,2.43E-05,1.03E-05,,tara,1.877598785,0.170607313,1.62E-05,5.11E-06,,ähvardama,2.159387515,81.00511142,36.97609779
malaaria,2.763643184,0.096428415,8.10E-06,1.78E-06,,taanduma,1.238855116,4.86E-05,2.06E-05,,majanduskasv,1.875645805,0.170829857,4.86E-05,2.62E-05,,sinnamaani,2.159011403,8.100511142,3.215128799
läkitus,2.761078835,0.096583086,8.10E-06,1.78E-06,,meelitama,1.238617886,8.10E-05,3.43E-05,,tax,1.873499367,0.17107483,8.10E-06,1.39E-06,,ehmuma,2.15846947,8.100511142,3.216187103
põhikomponent,2.761078835,0.096583086,8.10E-06,1.78E-06,,hämmastav,1.238484462,4.05E-05,1.72E-05,,timothy,1.872233925,0.171219444,8.10E-06,1.39E-06,,ärahoidmine,2.158223052,16.20102228,6.969992846
igasugu,2.761003818,0.096587615,8.10E-06,3.68E-05,,selgelt,1.237992169,0.000226814,9.62E-05,,õigusjärglane,1.872233925,0.171219444,8.10E-06,1.39E-06,,leo,2.157744875,24.30153343,10.7259152
ülekuulamine,2.760266543,0.096632136,1.62E-05,5.31E-06,,osutama,1.237206437,0.000129608,5.50E-05,,motiveeritus,1.872233925,0.171219444,8.10E-06,1.39E-06,,ridamisi,2.15738642,8.100511142,3.218303712
otsasein,2.758517681,0.096737834,8.10E-06,1.78E-06,,rünne,1.236706649,1.62E-05,6.87E-06,,astumine,1.871683439,0.171282398,3.24E-05,1.50E-05,,selgesti,2.157363648,16.20102228,6.97316776
allhange,2.758517681,0.096737834,8.10E-06,1.78E-06,,pajula,1.236706649,8.10E-06,3.44E-06,,hirmus,1.87105428,0.17135438,1.62E-05,3.73E-05,,kannatlikkus,2.15621884,16.20102228,6.977400977
geneetiliselt,2.757009072,0.096829112,1.62E-05,5.31E-06,,seikleja,1.236262538,8.10E-06,3.44E-06,,minia,1.870969648,0.171364066,8.10E-06,1.39E-06,,hang,2.155646892,16.20102228,6.979517586
õpetama,2.756325598,0.096870496,8.10E-05,0.000136136,,valusam,1.235374725,8.10E-06,3.44E-06,,sõjaväeline,1.870804429,0.171382976,1.62E-05,5.12E-06,,abistav,2.155646892,16.20102228,6.979517586
aluspõhi,2.753404935,0.09704756,8.10E-06,1.79E-06,,sõjaväelane,1.234310071,4.05E-05,1.72E-05,,päevaleht,1.869862396,0.17149084,4.86E-05,2.63E-05,,psühholoogia,2.154406032,32.40204457,14.50406194
pisku,2.753404935,0.09704756,8.10E-06,1.79E-06,,foundation,1.23404403,8.10E-06,3.44E-06,,lõppsõna,1.869706534,0.171508694,8.10E-06,1.39E-06,,der,2.154030748,40.50255571,18.26739243
partnerlussuhe,2.753404935,0.09704756,8.10E-06,1.79E-06,,tippkohtumine,1.233822367,3.24E-05,1.38E-05,,soolama,1.868444581,0.17165333,8.10E-06,1.39E-06,,sotsiaalne,2.153011402,251.1158454,116.0991687
hagu,2.750853332,0.097202539,8.10E-06,1.79E-06,,toimetulek,1.233674611,4.86E-05,2.07E-05,,julgeolekuasutus,1.868444581,0.17165333,8.10E-06,1.39E-06,,missioon,2.151891496,81.00511142,37.10838584
teerull,2.750853332,0.097202539,8.10E-06,1.79E-06,,pöördumatu,1.233600738,8.10E-06,3.44E-06,,painutamine,1.868444581,0.17165333,8.10E-06,1.39E-06,,paanika,2.151701741,48.60306685,22.0529473
haridussüsteem,2.749028151,0.097313562,2.43E-05,9.64E-06,,šamaan,1.233157582,8.10E-06,3.45E-06,,esitus,1.868247867,0.171675888,1.62E-05,3.73E-05,,toidukaup,2.151366932,16.20102228,6.995392152
eakas,2.748946846,0.097318511,8.10E-06,3.67E-05,,leonid,1.233157582,8.10E-06,3.45E-06,,süüdi,1.868177611,0.171683946,8.91E-05,5.72E-05,,rask,2.150797554,16.20102228,6.997508761
plahvatuslikult,2.748304901,0.097357594,8.10E-06,1.79E-06,,sidusus,1.233157582,1.62E-05,6.89E-06,,ametiisik,1.867416479,0.171771267,1.62E-05,5.13E-06,,maapiirkond,2.150487139,40.50255571,18.29914156
tähele,2.747087682,0.097431749,2.43E-05,6.12E-05,,hüvang,1.232271678,1.62E-05,6.90E-06,,jong-un,1.867183787,0.171797973,8.10E-06,1.39E-06,,traditsioon,2.150485132,145.8092006,67.26794493
vististi,2.745759637,0.097512726,8.10E-06,1.79E-06,,piisama,1.232009292,0.000218714,9.31E-05,,erinema,1.866038551,0.17192948,3.24E-05,5.98E-05,,kõvemini,2.150372999,8.100511142,3.232061669
kahjulikkus,2.745759637,0.097512726,8.10E-06,1.79E-06,,tondiraba,1.231828929,8.10E-06,3.45E-06,,kullafond,1.86592415,0.171942623,8.10E-06,1.39E-06,,mikrofloora,2.149835393,8.100511142,3.233119973
jutustus,2.743522677,0.097649289,3.24E-05,1.45E-05,,omadussõna,1.23094384,8.10E-06,3.45E-06,,arusaamatu,1.86475728,0.172076745,4.86E-05,2.63E-05,,pühendumine,2.149016846,24.30153343,10.7735389
tsiteerima,2.74070552,0.09782157,2.43E-05,6.11E-05,,eelarveaasta,1.23094384,8.10E-06,3.45E-06,,küllalt,1.86475728,0.172076745,4.86E-05,2.63E-05,,nõrgalt,2.148760988,8.100511142,3.235236582
lätlane,2.738624521,0.097949044,4.86E-05,2.50E-05,,edulugu,1.229764566,2.43E-05,1.04E-05,,issand,1.86381906,0.172184672,1.62E-05,3.72E-05,,väliskeskkond,2.147151392,8.100511142,3.238411496
lebama,2.738570515,0.097952354,2.43E-05,9.66E-06,,näpistama,1.229617224,8.10E-06,3.45E-06,,postmodernism,1.863408343,0.172231944,8.10E-06,1.39E-06,,vanemlik,2.147151392,8.100511142,3.238411496
lühenema,2.73814279,0.097978579,8.10E-06,1.79E-06,,koomiline,1.22939624,1.62E-05,6.91E-06,,otsustavalt,1.862908749,0.172289464,1.62E-05,5.14E-06,,diplomaat,2.146785993,32.40204457,14.55909377
prioriteet,2.73782974,0.097997777,6.48E-05,3.64E-05,,usk,1.228793728,0.000178211,7.60E-05,,kirjaoskamatu,1.862152168,0.172376615,8.10E-06,1.39E-06,,kvoot,2.14653681,16.20102228,7.013383327
kokandus,2.735610137,0.098134015,8.10E-06,1.79E-06,,leebem,1.228733491,1.62E-05,6.91E-06,,patriootlik,1.862152168,0.172376615,8.10E-06,1.39E-06,,antikeha,2.146123173,24.30153343,10.78941346
väejuhatus,2.735610137,0.098134015,8.10E-06,1.79E-06,,üleolek,1.228733491,8.10E-06,3.46E-06,,päevaraha,1.862152168,0.172376615,8.10E-06,1.39E-06,,ebaloogiline,2.146079667,8.100511142,3.240528104
tõstma,2.734507903,0.098201747,0.00031592,0.000242614,,kodutütar,1.227188258,1.62E-05,6.92E-06,,kaaslane,1.861847577,0.172411715,3.24E-05,5.98E-05,,hansapank,2.146079667,8.100511142,3.240528104
köögitehnika,2.733080623,0.098289528,8.10E-06,1.79E-06,,järeldama,1.226894116,4.86E-05,2.08E-05,,šiiit,1.860897144,0.172521293,8.10E-06,1.40E-06,,rahvaarv,2.145737938,24.30153343,10.79153007
valgendama,2.733080623,0.098289528,8.10E-06,1.79E-06,,pahatihti,1.226526522,1.62E-05,6.92E-06,,ühendatud,1.859983114,0.172626749,1.62E-05,3.72E-05,,kõrvalseisja,2.145544206,8.100511142,3.241586409
